marca,modelo,marca_processador,nome_processador,geração_processador,ram_gb,tipo_ram,ssd,hdd,sistema_operacional,arquitetura_sistema,placa_grafica_gb,peso,tamanho_tela,garantia,tela_touch,microsoft_office,preco_atual,preco_antigo,desconto,classificacao,avaliacoes,comentarios,preco_atual_real,preco_antigo_real
MSI,Prestige,Intel,Core i7,10th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,16,1,No,No,104990,123990,15,4.0,85,9,6194.41,7315.41
ASUS,Missing,Intel,Core i7,11th,16 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,0,Yes,No,109990,134990,18,0.0,0,0,6489.41,7964.41
ASUS,ZenBook,Intel,Core i7,8th,16 GB GB,DDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,No,99990,122990,18,4.3,30,7,5899.41,7256.41
Lenovo,Missing,Intel,Core i7,8th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,ThinNlight,16,0,No,No,244801,0,0,0.0,0,0,14443.259,0.0
ASUS,ZenBook,Intel,Core i7,11th,16 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,0,No,No,94990,122990,22,0.0,0,0,5604.41,7256.41
Lenovo,Ideapad,Intel,Core i7,8th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,86000,0,0,0.0,0,0,5074.0,0.0
Lenovo,Missing,Intel,Core i7,10th,16 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,2,Casual,16,0,No,No,162399,206997,21,0.0,0,0,9581.541,12212.822999999999
HP,Missing,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,Missing,0,No,No,119599,195000,38,0.0,0,0,7056.340999999999,11505.0
Lenovo,Missing,Intel,Core i7,10th,16 GB GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,0,No,No,211753,214760,1,0.0,0,0,12493.427,12670.84
Lenovo,Intel,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,14,0,No,No,110999,139000,20,0.0,0,0,6548.941,8201.0
DELL,Missing,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,99990,128665,22,0.0,0,0,5899.41,7591.235
ASUS,ZenBook,Intel,Core i7,8th,8 GB GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,No,No,81990,102987,20,4.3,40,4,4837.41,6076.232999999999
MSI,GF63,Intel,Core i7,9th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,2,No,No,66990,104990,36,4.5,1639,230,3952.41,6194.41
MSI,GF65,Intel,Core i7,10th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,15.6,2,No,No,84990,123990,31,4.4,498,64,5014.41,7315.41
ASUS,Zenbook,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,2,Casual,14,1,Yes,Yes,104990,146990,28,0.0,0,0,6194.41,8672.41
ASUS,ZenBook,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,14,1,Yes,No,134990,164990,18,0.0,0,0,7964.41,9734.41
ASUS,ASUS,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,98990,136990,27,4.5,445,56,5840.41,8082.41
HP,Envy,Intel,Core i7,10th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,15.6,1,No,Yes,144690,173453,16,4.2,17,4,8536.71,10233.726999999999
ASUS,ZenBook,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,0,No,No,99990,128990,22,0.0,0,0,5899.41,7610.41
MSI,Stealth,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,2,No,No,119990,162990,26,4.3,20,3,7079.41,9616.41
ASUS,Zephyrus,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,32-bit,4,Casual,16,1,No,No,194990,0,0,0.0,0,0,11504.41,0.0
ASUS,ZenBook,Intel,Core i7,10th,16 GB GB,LPDDR3,1024 GB,0 GB,Windows,64-bit,2,Casual,16,1,No,Yes,124990,146990,14,4.6,17,1,7374.41,8672.41
DELL,Inspiron,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,2,Casual,16,0,No,No,122410,0,0,0.0,0,0,7222.19,0.0
HP,Spectre,Intel,Core i7,10th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,179990,216368,16,4.2,13,5,10619.41,12765.712
MSI,Summit,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,2,Yes,No,154990,156990,1,4.0,3,2,9144.41,9262.41
Lenovo,Yoga,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,Yes,122990,167890,26,3.0,4,2,7256.41,9905.51
ASUS,Missing,Intel,Core i7,10th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,Missing,1,Yes,No,224990,272990,17,4.7,9,0,13274.41,16106.41
MSI,Stealth,Intel,Core i7,12th,16 GB GB,DDR5,1024 GB,0 GB,Windows,64-bit,8,Casual,Missing,0,No,No,279990,313990,10,0.0,0,0,16519.41,18525.41
HP,OMEN,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,0,No,No,121990,138399,11,0.0,0,0,7197.41,8165.540999999999
HP,OMEN,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,0,No,No,116990,132717,11,0.0,0,0,6902.41,7830.303
Lenovo,Legion,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,0,No,No,151098,224490,32,4.4,7,0,8914.782,13244.91
MSI,Pulse,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,16,2,No,No,129990,179990,27,4.2,14,3,7669.41,10619.41
HP,Spectre,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,149999,178464,15,0.0,0,0,8849.940999999999,10529.376
MSI,Missing,Intel,Core i7,12th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,0,No,No,139990,156990,10,4.5,4,2,8259.41,9262.41
acer,Predator,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,1,No,No,129990,149990,13,4.5,54,7,7669.41,8849.41
HP,OMEN,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,16,1,No,Yes,171990,197862,13,0.0,0,0,10147.41,11673.858
DELL,Inspiron,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,2,Casual,16,1,No,Yes,93955,122300,23,4.8,4,0,5543.344999999999,7215.7
ASUS,ROG,Intel,Core i7,10th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,Missing,0,No,No,234990,324990,27,0.0,0,0,13864.41,19174.41
HP,Spectre,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,128500,152042,15,3.7,3,1,7581.5,8970.478
Lenovo,Yoga,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,102990,104033,1,4.4,16,2,6076.41,6137.947
ASUS,ZenBook,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,119990,158990,24,4.8,8,1,7079.41,9380.41
ASUS,Missing,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,32-bit,6,Casual,16,0,No,No,120980,149999,19,0.0,0,0,7137.82,8849.940999999999
ASUS,Zephyrus,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,32-bit,6,Casual,16,1,No,No,157249,220990,28,4.3,7,0,9277.690999999999,13038.41
Lenovo,Missing,Intel,Core i7,9th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,ThinNlight,16,0,No,No,229900,272000,15,0.0,0,0,13564.099999999999,16048.0
ASUS,ASUS,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,1,No,No,131500,175000,24,0.0,0,0,7758.5,10325.0
ASUS,ExpertBook,Intel,Core i7,10th,16 GB GB,LPDDR3,1024 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,154990,172990,10,5.0,3,0,9144.41,10206.41
ASUS,ExpertBook,Intel,Core i7,10th,16 GB GB,LPDDR3,1024 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,165990,202990,18,0.0,0,0,9793.41,11976.41
Lenovo,Yoga,Intel,Core i7,10th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,16,0,No,No,119990,148082,18,2.5,2,1,7079.41,8736.838
ASUS,ExpertBook,Intel,Core i7,10th,16 GB GB,LPDDR3,1024 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,167990,202990,17,0.0,0,0,9911.41,11976.41
HP,Spectre,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,165000,198825,17,0.0,0,0,9735.0,11730.675
Avita,Liber,Intel,Core i7,10th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,62990,83390,24,3.9,207,49,3716.41,4920.009999999999
Lenovo,ThinkBook,Intel,Core i7,11th,16 GB GB,LPDDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,13,1,No,Yes,85990,148158,41,3.4,7,2,5073.41,8741.322
HP,HP,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,2,Casual,13.3,1,No,Yes,94990,160134,40,0.0,0,0,5604.41,9447.905999999999
HP,Omen,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16.1,1,No,Yes,136990,157563,13,0.0,0,0,8082.41,9296.216999999999
Lenovo,Legion,Intel,Core i7,10th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,15.6,1,No,Yes,234990,349890,32,0.0,0,0,13864.41,20643.51
acer,Predator,Intel,Core i7,10th,16 GB GB,DDR4,2048 GB,0 GB,Windows,64-bit,8,Casual,16,1,No,No,159990,160190,0,3.8,4,0,9439.41,9451.21
ASUS,ExpertBook,Intel,Core i7,10th,16 GB GB,LPDDR3,2048 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,233990,0,0,0.0,0,0,13805.41,0.0
ASUS,ExpertBook,Intel,Core i7,10th,16 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,Missing,0,No,No,93990,0,0,0.0,0,0,5545.41,0.0
HP,15,Intel,Core i7,8th,16 GB GB,DDR4,128 GB,1024 GB,Windows,64-bit,4,Casual,Missing,1,No,No,116941,0,0,0.0,0,0,6899.518999999999,0.0
MSI,GF63,Intel,Core i7,10th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,2,No,No,63990,83990,23,4.3,794,83,3775.41,4955.41
ASUS,VivoBook,Intel,Core i7,10th,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,66990,97990,31,4.2,25,4,3952.41,5781.41
ASUS,Missing,Intel,Core i7,11th,16 GB GB,DDR4,256 GB,1024 GB,Windows,32-bit,0,ThinNlight,Missing,0,No,No,82500,98990,16,0.0,0,0,4867.5,5840.41
acer,Predator,Intel,Core i7,10th,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,6,Casual,16,1,No,No,119990,140990,14,4.6,2038,313,7079.41,8318.41
MSI,WF65,Intel,Core i7,10th,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,16,3,No,No,159990,179990,11,0.0,0,0,9439.41,10619.41
ASUS,Pro,Intel,Core i7,8th,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,98912,0,0,0.0,0,0,5835.808,0.0
acer,Predator,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,1024 GB,Windows,64-bit,4,Casual,15.6,1,No,No,92990,130990,29,4.5,214,37,5486.41,7728.41
acer,Predator,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,1024 GB,Windows,32-bit,6,Casual,15.6,1,No,No,119990,140990,14,4.5,342,54,7079.41,8318.41
acer,Predator,Intel,Core i9,11th,32 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,15.6,1,No,No,169990,199999,15,0.0,0,0,10029.41,11799.940999999999
acer,Predator,Intel,Core i9,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,15.6,1,No,No,139990,179999,22,0.0,0,0,8259.41,10619.940999999999
MSI,Creator,Intel,Core i9,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,0,No,No,192990,223890,13,0.0,0,0,11386.41,13209.509999999998
ASUS,ROG,Intel,Core i9,12th,16 GB GB,DDR5,1024 GB,0 GB,Windows,64-bit,6,Casual,Missing,0,No,No,299990,376990,20,0.0,0,0,17699.41,22242.41
ASUS,Missing,Intel,Core i9,10th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,Missing,1,Yes,No,269990,326990,17,4.8,8,1,15929.41,19292.41
ASUS,ASUS,Intel,Core i9,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Gaming,15.6,1,No,No,139990,144990,3,0.0,0,0,8259.41,8554.41
Lenovo,Missing,Intel,Core i9,10th,16 GB GB,DDR4,1024 GB,0 GB,Windows,32-bit,8,Casual,15.6,0,No,No,265998,349890,23,0.0,0,0,15693.882,20643.51
ASUS,Zephyrus,Intel,Core i9,11th,16 GB GB,DDR4,3072 GB,0 GB,Windows,32-bit,6,Casual,Missing,1,No,No,441990,0,0,5.0,1,1,26077.41,0.0
Smartron,t.book,Intel,Core m3,7th,4 GB GB,DDR3,128 GB,0 GB,Windows,64-bit,0,Casual,12.2,0,Yes,No,42990,45990,6,3.5,25,6,2536.41,2713.41
MSI,Katana,Intel,Core i5,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,Missing,0,No,No,86990,117990,26,4.5,218,27,5132.41,6961.41
acer,Aspire,AMD,Dual Core,Missing,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,29990,34990,14,0.0,0,0,1769.4099999999999,2064.41
acer,Dual,AMD,Dual Core,Missing,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,31990,32990,3,4.0,762,104,1887.4099999999999,1946.4099999999999
MSI,Pulse,Intel,Core i5,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,6,Casual,Missing,0,No,No,109990,139990,21,4.6,78,16,6489.41,8259.41
MSI,Pulse,Intel,Core i5,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,Missing,0,No,No,109590,123990,11,4.6,5,2,6465.8099999999995,7315.41
ASUS,ROG,Intel,Core i7,10th,16 GB GB,LPDDR4X,0 GB,512 GB,DOS,32-bit,6,Casual,Missing,0,No,No,146490,0,0,3.0,2,1,8642.91,0.0
